Match,Time,Result,Player,Team,Opponent,X ball,Y ball,X player,Y player,Game State,Crossed?,Not from Cross,Indirectly from Cross,Directly from Cross
Match 38,74:15,Goal,Florent Malouda,Delhi Dynamos FC,Atlético de Kolkata,2.2,30.35,12.45,36.22,0,Not from Cross,1,0,0
Match 38,75:29,Off Target,Hélder Postiga,Atlético de Kolkata,Delhi Dynamos FC,4.88,42.59,24.17,29.62,0,Not from Cross,1,0,0
Match 38,78:40,Off Target,Kean Lewis,Delhi Dynamos FC,Atlético de Kolkata,2.44,25.94,23.93,39.65,0,Not from Cross,1,0,0
Match 38,79:46,Off Target,Lalrindika Ralte,Atlético de Kolkata,Delhi Dynamos FC,5.37,44.06,12.45,44.55,0,Not from Cross,1,0,0
Match 38,82:4,Off Target,Robert L'hlamuana,Atlético de Kolkata,Delhi Dynamos FC,5.62,29.86,31.01,39.65,0,Not from Cross,1,0,0
Match 38,93:0,Off Target,José Arroyo,Atlético de Kolkata,Delhi Dynamos FC,2.69,33.78,12.21,33.78,0,Not from Cross,1,0,0
Match 39,9:40,On Target,Davide Succi,Chennaiyin FC,FC Pune City,6.59,35.24,12.7,29.86,0,Not from Cross,1,0,0
Match 39,21:45,Off Target,Raphael Augusto,Chennaiyin FC,FC Pune City,4.64,31.82,28.57,36.47,0,Not from Cross,1,0,0
Match 39,24:57,Off Target,Davide Succi,Chennaiyin FC,FC Pune City,5.86,44.3,27.59,23.99,0,Not from Cross,1,0,0
Match 39,26:44,Off Target,Anibal Rodriguez,FC Pune City,Chennaiyin FC,2.2,39.41,28.08,40.38,0,Not from Cross,1,0,0
Match 39,31:23,Off Target,Lenny Rodrigues,FC Pune City,Chennaiyin FC,2.44,40.38,22.22,18.36,0,Not from Cross,1,0,0
Match 39,43:33,On Target,Davide Succi,Chennaiyin FC,FC Pune City,7.81,37.69,15.63,36.22,0,Indirectly from Cross,0,1,0
Match 39,44:33,On Target,Jeje Lalpekhlua,Chennaiyin FC,FC Pune City,5.37,40.14,10.99,35.98,0,Indirectly from Cross,0,1,0
Match 39,44:33,Goal,Jeje Lalpekhlua,Chennaiyin FC,FC Pune City,5.62,39.9,11.48,35.98,1,Indirectly from Cross,0,1,0
Match 39,48:40,On Target,Jonatan Lucca,FC Pune City,Chennaiyin FC,7.08,40.14,24.66,57.52,-1,Not from Cross,1,0,0
Match 39,49:59,On Target,Jonatan Lucca,FC Pune City,Chennaiyin FC,5.62,39.41,29.06,44.06,-1,Indirectly from Cross,0,1,0
Match 39,51:33,On Target,Davide Succi,Chennaiyin FC,FC Pune City,2.93,35.24,10.74,31.33,1,Indirectly from Cross,0,1,0
Match 39,51:33,Goal,Davide Succi,Chennaiyin FC,FC Pune City,2.93,35.49,10.01,32.55,2,Indirectly from Cross,0,1,0
Match 39,55:38,Off Target,Narayan Das,FC Pune City,Chennaiyin FC,4.88,42.1,10.99,54.34,-2,Not from Cross,1,0,0
Match 39,75:52,Off Target,Hans Mulder,Chennaiyin FC,FC Pune City,2.2,35.73,27.59,42.1,2,Not from Cross,1,0,0
Match 39,84:22,Off Target,Dramane Traore,FC Pune City,Chennaiyin FC,5.62,44.3,12.45,39.16,-2,Not from Cross,1,0,0
Match 40,4:53,On Target,Sunil Chhetri,Mumbai City FC,FC Goa,6.35,34.02,25.88,29.37,0,Not from Cross,1,0,0
Match 40,6:30,On Target,Diego Forlán,Mumbai City FC,FC Goa,7.08,38.43,30.28,61.92,0,Not from Cross,1,0,0
Match 40,22:37,Off Target,Romeo Fernandes,FC Goa,Mumbai City FC,2.69,26.92,6.84,21.78,0,Not from Cross,1,0,0
Match 40,27:38,On Target,Diego Forlán,Mumbai City FC,FC Goa,6.84,37.45,17.34,29.86,0,Not from Cross,1,0,0
Match 40,33:59,Off Target,R'harlyson Felisbino,FC Goa,Mumbai City FC,2.44,37.45,23.2,12.73,0,Not from Cross,1,0,0
Match 40,37:27,Off Target,Sony Norde,Mumbai City FC,FC Goa,5.62,30.1,27.35,48.46,0,Not from Cross,1,0,0
Match 40,38:28,On Target,Diego Forlán,Mumbai City FC,FC Goa,5.37,37.45,29.79,47.24,0,Not from Cross,1,0,0
Match 40,51:49,On Target,Romeo Fernandes,FC Goa,Mumbai City FC,6.84,41.12,10.01,43.08,0,Not from Cross,1,0,0
Match 40,56:3,Off Target,Gerson Vieira,Mumbai City FC,FC Goa,2.44,35.0,6.35,32.8,0,Not from Cross,1,0,0
Match 40,62:43,On Target,Sunil Chhetri,Mumbai City FC,FC Goa,8.3,28.15,15.14,21.54,0,Not from Cross,1,0,0
Match 40,64:48,Off Target,Sony Norde,Mumbai City FC,FC Goa,2.44,26.19,23.69,35.0,0,Not from Cross,1,0,0
Match 40,65:50,On Target,Diego Forlán,Mumbai City FC,FC Goa,3.17,30.59,8.55,36.71,0,Not from Cross,1,0,0
Match 40,74:35,Off Target,Krisztián Vadócz,Mumbai City FC,FC Goa,1.95,19.83,25.15,27.9,0,Not from Cross,1,0,0
Match 40,78:48,Off Target,Robin Singh,FC Goa,Mumbai City FC,5.62,44.55,9.52,42.59,0,Not from Cross,1,0,0
Match 40,79:50,Off Target,Diego Forlán,Mumbai City FC,FC Goa,1.71,32.31,25.88,31.33,0,Not from Cross,1,0,0
Match 40,80:43,On Target,Diego Forlán,Mumbai City FC,FC Goa,2.44,30.84,23.69,27.66,0,Not from Cross,1,0,0
Match 40,82:31,Off Target,Otacilio Alves,Mumbai City FC,FC Goa,2.44,24.97,15.38,41.12,0,Not from Cross,1,0,0
Match 40,83:54,On Target,Sunil Chhetri,Mumbai City FC,FC Goa,2.44,30.59,18.31,33.78,0,Not from Cross,1,0,0
Match 40,85:19,Off Target,Trindade Goncalves,FC Goa,Mumbai City FC,5.13,25.45,26.86,31.33,0,Not from Cross,1,0,0
Match 40,91:0,On Target,Julio Cesar,FC Goa,Mumbai City FC,17.83,41.61,26.13,48.22,0,Not from Cross,1,0,0
Match 40,91:0,Off Target,Julio Cesar,FC Goa,Mumbai City FC,5.62,43.57,20.51,44.79,0,Not from Cross,1,0,0
Match 40,92:0,Off Target,Otacilio Alves,Mumbai City FC,FC Goa,2.69,35.0,21.98,40.63,0,Not from Cross,1,0,0
Match 40,92:0,On Target,Julio Cesar,FC Goa,Mumbai City FC,9.03,37.2,13.92,35.0,0,Not from Cross,1,0,0
Match 41,5:27,On Target,Nicolas Velez,NorthEast United FC,Atlético de Kolkata,0.73,30.59,5.62,35.24,0,Not from Cross,1,0,0
Match 41,5:27,Goal,Nicolas Velez,NorthEast United FC,Atlético de Kolkata,0.49,29.62,5.86,35.0,1,Not from Cross,1,0,0
Match 41,25:59,On Target,Lalrindika Ralte,Atlético de Kolkata,NorthEast United FC,7.57,41.12,20.27,50.17,-1,Not from Cross,1,0,0
Match 41,27:58,Off Target,Hélder Postiga,Atlético de Kolkata,NorthEast United FC,4.4,32.55,17.58,28.88,-1,Directly from Cross,0,0,1
Match 41,36:24,On Target,Henrique Sereno,Atlético de Kolkata,NorthEast United FC,6.84,35.0,17.83,34.51,-1,Not from Cross,1,0,0
Match 41,39:51,On Target,Stephen Pearson,Atlético de Kolkata,NorthEast United FC,9.03,35.73,19.78,38.18,-1,Not from Cross,1,0,0
Match 41,53:29,On Target,Javier Grande,Atlético de Kolkata,NorthEast United FC,2.2,30.84,3.17,62.41,-1,Not from Cross,1,0,0
Match 41,65:24,Off Target,Nicolas Velez,NorthEast United FC,Atlético de Kolkata,5.62,28.88,19.29,46.99,1,Not from Cross,1,0,0
Match 41,66:46,Off Target,Borja Fernández,Atlético de Kolkata,NorthEast United FC,1.95,38.43,31.01,39.41,-1,Not from Cross,1,0,0
Match 41,72:30,On Target,Emiliano Alfaro,NorthEast United FC,Atlético de Kolkata,5.62,38.18,14.41,39.16,1,Not from Cross,1,0,0
Match 41,77:35,On Target,Javier Grande,Atlético de Kolkata,NorthEast United FC,3.66,33.78,23.44,37.69,-1,Not from Cross,1,0,0
Match 41,82:23,On Target,Emiliano Alfaro,NorthEast United FC,Atlético de Kolkata,5.37,39.41,11.23,35.0,1,Not from Cross,1,0,0
Match 41,90:46,On Target,Iain Hume,Atlético de Kolkata,NorthEast United FC,1.95,30.1,5.37,29.37,-1,Indirectly from Cross,0,1,0
Match 41,90:46,Goal,Iain Hume,Atlético de Kolkata,NorthEast United FC,0.98,30.35,4.88,28.64,0,Indirectly from Cross,0,1,0
Match 42,3:53,On Target,Eduardo Ferreira,FC Pune City,Delhi Dynamos FC,5.86,35.24,12.94,32.06,0,Not from Cross,1,0,0
Match 42,14:51,On Target,Florent Malouda,Delhi Dynamos FC,FC Pune City,10.74,37.2,14.16,37.94,0,Not from Cross,1,0,0
Match 42,16:4,Off Target,Marcelo Pereira,Delhi Dynamos FC,FC Pune City,2.44,20.56,24.91,25.94,0,Not from Cross,1,0,0
Match 42,19:55,Off Target,Florent Malouda,Delhi Dynamos FC,FC Pune City,2.2,35.73,24.17,36.47,0,Not from Cross,1,0,0
Match 42,20:40,On Target,Momar Ndoye,FC Pune City,Delhi Dynamos FC,6.59,42.83,10.99,52.13,0,Not from Cross,1,0,0
Match 42,25:48,On Target,Mohamed Sissoko,FC Pune City,Delhi Dynamos FC,5.86,35.24,18.8,37.2,0,Not from Cross,1,0,0
Match 42,28:10,Off Target,Momar Ndoye,FC Pune City,Delhi Dynamos FC,6.84,42.1,11.72,48.95,0,Not from Cross,1,0,0
Match 42,29:30,Off Target,Emerson Moura,Delhi Dynamos FC,FC Pune City,2.44,39.41,10.5,26.43,0,Not from Cross,1,0,0
Match 42,32:38,Off Target,Marcelo Pereira,Delhi Dynamos FC,FC Pune City,2.69,20.07,9.52,21.78,0,Directly from Cross,0,0,1
Match 42,40:25,On Target,Jonatan Lucca,FC Pune City,Delhi Dynamos FC,6.1,39.41,28.33,62.9,0,Not from Cross,1,0,0
Match 42,44:2,On Target,Kean Lewis,Delhi Dynamos FC,FC Pune City,2.44,35.24,8.3,31.82,0,Not from Cross,1,0,0
Match 42,44:2,Goal,Kean Lewis,Delhi Dynamos FC,FC Pune City,2.44,35.49,9.28,30.59,1,Not from Cross,1,0,0
Match 42,45:0,On Target,Momar Ndoye,FC Pune City,Delhi Dynamos FC,9.28,35.0,12.45,35.98,-1,Directly from Cross,0,0,1
Match 42,51:18,Off Target,Anibal Rodriguez,FC Pune City,Delhi Dynamos FC,2.44,8.08,26.86,45.03,-1,Not from Cross,1,0,0
Match 42,51:47,On Target,Anibal Rodriguez,FC Pune City,Delhi Dynamos FC,3.17,29.86,11.23,22.76,-1,Not from Cross,1,0,0
Match 42,55:9,On Target,Anibal Rodriguez,FC Pune City,Delhi Dynamos FC,2.69,35.0,8.79,33.53,-1,Not from Cross,1,0,0
Match 42,55:9,Goal,Anibal Rodriguez,FC Pune City,Delhi Dynamos FC,2.44,35.49,8.55,33.29,0,Not from Cross,1,0,0
Match 42,57:40,Off Target,Jonatan Lucca,FC Pune City,Delhi Dynamos FC,2.44,32.31,23.93,39.16,0,Not from Cross,1,0,0
Match 42,62:37,On Target,Mohamed Sissoko,FC Pune City,Delhi Dynamos FC,2.44,34.76,6.35,32.8,0,Indirectly from Cross,0,1,0
Match 42,62:37,Goal,Mohamed Sissoko,FC Pune City,Delhi Dynamos FC,2.69,34.51,5.86,32.06,1,Indirectly from Cross,0,1,0
Match 42,63:57,On Target,Anibal Rodriguez,FC Pune City,Delhi Dynamos FC,2.44,35.24,24.91,35.98,1,Not from Cross,1,0,0
Match 42,63:57,Goal,Anibal Rodriguez,FC Pune City,Delhi Dynamos FC,2.44,35.0,24.42,36.71,2,Not from Cross,1,0,0
Match 42,67:27,On Target,Kean Lewis,Delhi Dynamos FC,FC Pune City,7.81,35.24,25.88,27.66,-2,Not from Cross,1,0,0
Match 42,68:30,Off Target,Marcelo Pereira,Delhi Dynamos FC,FC Pune City,6.1,43.81,16.6,27.66,-2,Not from Cross,1,0,0
Match 42,72:24,On Target,Rubén Rocha,Delhi Dynamos FC,FC Pune City,7.81,41.85,13.67,48.46,-2,Not from Cross,1,0,0
Match 42,77:50,On Target,Bruno Pelissari,Delhi Dynamos FC,FC Pune City,7.08,40.87,26.86,56.29,-2,Not from Cross,1,0,0
Match 42,78:10,On Target,Florent Malouda,Delhi Dynamos FC,FC Pune City,6.84,40.63,16.12,45.52,-2,Not from Cross,1,0,0
Match 42,82:20,On Target,Lenny Rodrigues,FC Pune City,Delhi Dynamos FC,3.17,29.86,11.23,22.03,1,Not from Cross,1,0,0
Match 42,88:42,Off Target,Florent Malouda,Delhi Dynamos FC,FC Pune City,5.13,43.08,15.38,48.46,-1,Not from Cross,1,0,0
Match 42,91:0,Off Target,Sanju Pradhan,FC Pune City,Delhi Dynamos FC,2.93,35.49,21.98,9.3,1,Directly from Cross,0,0,1
Match 42,92:0,On Target,Lenny Rodrigues,FC Pune City,Delhi Dynamos FC,2.2,29.86,8.79,34.27,1,Not from Cross,1,0,0
Match 42,92:0,Goal,Lenny Rodrigues,FC Pune City,Delhi Dynamos FC,2.2,29.86,8.06,37.2,2,Not from Cross,1,0,0
Match 42,93:0,On Target,Florent Malouda,Delhi Dynamos FC,FC Pune City,7.08,40.87,15.38,52.87,-2,Directly from Cross,0,0,1
Match 42,94:0,On Target,M'wmzuala,Delhi Dynamos FC,FC Pune City,5.37,35.0,11.97,41.85,-2,Not from Cross,1,0,0
Match 42,94:0,Goal,M'wmzuala,Delhi Dynamos FC,FC Pune City,5.37,35.0,11.48,43.81,-1,Not from Cross,1,0,0
Match 42,96:0,Off Target,Bruno Pelissari,Delhi Dynamos FC,FC Pune City,4.88,43.08,26.13,57.03,-1,Not from Cross,1,0,0
Match 43,2:11,Off Target,Didier Kadio,Kerala Blasters FC,Mumbai City FC,2.93,24.97,21.0,23.25,0,Not from Cross,1,0,0
Match 43,5:37,On Target,Diego Forlán,Mumbai City FC,Kerala Blasters FC,5.62,39.65,13.92,30.35,0,Not from Cross,1,0,0
Match 43,5:37,Goal,Diego Forlán,Mumbai City FC,Kerala Blasters FC,5.62,39.65,13.92,30.35,1,Not from Cross,1,0,0
Match 43,12:50,On Target,Diego Forlán,Mumbai City FC,Kerala Blasters FC,5.62,35.24,31.5,53.11,1,Not from Cross,1,0,0
Match 43,14:6,On Target,Sunil Chhetri,Mumbai City FC,Kerala Blasters FC,5.62,34.76,8.3,32.55,1,Not from Cross,1,0,0
Match 43,14:45,On Target,Diego Forlán,Mumbai City FC,Kerala Blasters FC,5.13,39.9,29.79,58.01,1,Not from Cross,1,0,0
Match 43,14:46,Goal,Diego Forlán,Mumbai City FC,Kerala Blasters FC,5.13,40.14,29.55,57.27,2,Not from Cross,1,0,0
Match 43,30:48,On Target,Diego Forlán,Mumbai City FC,Kerala Blasters FC,6.1,40.87,26.37,55.56,2,Not from Cross,1,0,0
Match 43,40:8,Off Target,Didier Kadio,Kerala Blasters FC,Mumbai City FC,2.69,34.51,22.71,41.12,-2,Not from Cross,1,0,0
Match 43,41:12,Off Target,Sehnaj Singh,Mumbai City FC,Kerala Blasters FC,4.64,31.08,31.74,21.05,2,Not from Cross,1,0,0
Match 43,42:44,Off Target,Antonio German,Kerala Blasters FC,Mumbai City FC,2.69,26.68,17.58,22.27,-2,Not from Cross,1,0,0
Match 43,49:25,Off Target,T'gkoisiem Haokip,Kerala Blasters FC,Mumbai City FC,5.13,44.79,16.6,24.72,-2,Not from Cross,1,0,0
Match 43,51:59,Off Target,Diego Forlán,Mumbai City FC,Kerala Blasters FC,2.69,38.92,25.64,26.68,2,Not from Cross,1,0,0
Match 43,57:56,On Target,Matías Defederico,Mumbai City FC,Kerala Blasters FC,5.13,30.1,9.52,25.7,2,Not from Cross,1,0,0
Match 43,58:1,Off Target,Krisztián Vadócz,Mumbai City FC,Kerala Blasters FC,2.44,38.43,20.51,36.71,2,Not from Cross,1,0,0
Match 43,62:28,On Target,CK Vineeth,Kerala Blasters FC,Mumbai City FC,6.59,34.76,14.9,28.64,-2,Not from Cross,1,0,0
Match 43,63:6,On Target,Diego Forlán,Mumbai City FC,Kerala Blasters FC,1.95,30.1,9.03,34.27,2,Not from Cross,1,0,0
Match 43,63:6,Goal,Diego Forlán,Mumbai City FC,Kerala Blasters FC,2.2,31.08,8.79,35.24,3,Not from Cross,1,0,0
Match 43,69:25,On Target,Otacilio Alves,Mumbai City FC,Kerala Blasters FC,2.69,29.86,23.44,38.92,3,Not from Cross,1,0,0
Match 43,69:25,Goal,Otacilio Alves,Mumbai City FC,Kerala Blasters FC,2.69,30.35,24.42,37.94,4,Not from Cross,1,0,0
Match 43,73:39,On Target,Lucian Goian,Mumbai City FC,Kerala Blasters FC,2.2,33.04,8.3,34.02,4,Not from Cross,1,0,0
Match 43,73:39,Goal,Lucian Goian,Mumbai City FC,Kerala Blasters FC,2.69,33.04,8.55,33.04,5,Not from Cross,1,0,0
Match 43,80:19,On Target,Sunil Chhetri,Mumbai City FC,Kerala Blasters FC,3.91,36.96,9.52,39.65,5,Not from Cross,1,0,0
Match 43,91:0,On Target,Josu Currais,Kerala Blasters FC,Mumbai City FC,6.35,35.24,29.55,35.0,-5,Not from Cross,1,0,0
Match 44,2:40,On Target,Javier Grande,Atlético de Kolkata,Chennaiyin FC,10.74,29.37,23.93,18.85,0,Not from Cross,1,0,0
Match 44,3:39,Off Target,Hélder Postiga,Atlético de Kolkata,Chennaiyin FC,2.69,37.2,9.77,28.88,0,Not from Cross,1,0,0
Match 44,5:22,Off Target,Juan Belencoso,Atlético de Kolkata,Chennaiyin FC,2.69,24.97,8.55,30.1,0,Not from Cross,1,0,0
Match 44,5:33,Off Target,Jeje Lalpekhlua,Chennaiyin FC,Atlético de Kolkata,5.13,46.99,27.1,45.03,0,Not from Cross,1,0,0
Match 44,8:16,Off Target,Zakeer Mundampara,Chennaiyin FC,Atlético de Kolkata,5.37,30.59,32.48,36.22,0,Not from Cross,1,0,0
Match 44,10:6,Off Target,Stephen Pearson,Atlético de Kolkata,Chennaiyin FC,2.44,35.73,9.77,33.29,0,Not from Cross,1,0,0
Match 44,10:55,On Target,Hans Mulder,Chennaiyin FC,Atlético de Kolkata,6.59,37.2,19.05,37.2,0,Not from Cross,1,0,0
Match 44,27:55,Off Target,Raphael Augusto,Chennaiyin FC,Atlético de Kolkata,5.13,33.78,34.67,23.99,0,Not from Cross,1,0,0
Match 44,39:56,On Target,Hélder Postiga,Atlético de Kolkata,Chennaiyin FC,2.2,35.73,8.55,31.82,0,Indirectly from Cross,0,1,0
Match 44,39:56,Goal,Hélder Postiga,Atlético de Kolkata,Chennaiyin FC,2.69,35.24,8.06,32.55,1,Indirectly from Cross,0,1,0
Match 44,42:17,On Target,Bernard Mendy,Chennaiyin FC,Atlético de Kolkata,8.3,38.67,25.4,47.48,-1,Indirectly from Cross,0,1,0
Match 44,46:0,Off Target,Javier Grande,Atlético de Kolkata,Chennaiyin FC,2.93,36.22,26.86,54.58,1,Not from Cross,1,0,0
Match 44,47:52,Off Target,Zakeer Mundampara,Chennaiyin FC,Atlético de Kolkata,3.17,26.19,26.62,27.17,-1,Not from Cross,1,0,0
Match 44,51:53,Off Target,Bernard Mendy,Chennaiyin FC,Atlético de Kolkata,2.2,38.67,10.5,48.71,-1,Not from Cross,1,0,0
Match 44,55:29,Off Target,Borja Fernández,Atlético de Kolkata,Chennaiyin FC,4.88,36.96,10.74,34.51,1,Not from Cross,1,0,0
Match 44,56:16,Off Target,Davide Succi,Chennaiyin FC,Atlético de Kolkata,4.64,64.13,6.35,20.8,-1,Not from Cross,1,0,0
Match 44,66:57,Off Target,Bernard Mendy,Chennaiyin FC,Atlético de Kolkata,2.93,32.8,8.3,34.02,-1,Directly from Cross,0,0,1
Match 44,70:9,On Target,Daniel L'hlimpuia,Chennaiyin FC,Atlético de Kolkata,10.74,34.02,17.58,41.36,-1,Not from Cross,1,0,0
Match 44,71:35,Off Target,Davide Succi,Chennaiyin FC,Atlético de Kolkata,3.17,26.68,6.59,25.45,-1,Not from Cross,1,0,0
Match 44,73:50,Off Target,Raphael Augusto,Chennaiyin FC,Atlético de Kolkata,2.69,38.67,24.42,36.71,-1,Not from Cross,1,0,0
Match 44,77:41,On Target,Davide Succi,Chennaiyin FC,Atlético de Kolkata,2.69,35.49,8.06,32.06,-1,Directly from Cross,0,0,1
Match 44,77:41,Goal,Davide Succi,Chennaiyin FC,Atlético de Kolkata,2.93,35.0,8.06,32.55,0,Directly from Cross,0,0,1
Match 44,81:21,Off Target,Javier Grande,Atlético de Kolkata,Chennaiyin FC,5.37,40.14,28.81,45.52,0,Not from Cross,1,0,0
Match 44,82:43,Off Target,Raphael Augusto,Chennaiyin FC,Atlético de Kolkata,3.66,27.17,24.91,28.64,0,Not from Cross,1,0,0
Match 44,88:20,Off Target,Manuele Blasi,Chennaiyin FC,Atlético de Kolkata,2.93,25.7,22.95,43.32,0,Not from Cross,1,0,0
Match 44,90:13,Off Target,Davide Succi,Chennaiyin FC,Atlético de Kolkata,2.44,35.49,20.51,35.49,0,Not from Cross,1,0,0
Match 44,91:0,Off Target,Zakeer Mundampara,Chennaiyin FC,Atlético de Kolkata,2.44,41.61,23.93,30.35,0,Not from Cross,1,0,0
Match 45,11:40,Off Target,Emiliano Alfaro,NorthEast United FC,FC Pune City,2.2,38.43,21.0,42.1,0,Not from Cross,1,0,0
Match 45,12:15,Off Target,Koffi N'dri,NorthEast United FC,FC Pune City,2.2,37.45,8.79,31.82,0,Not from Cross,1,0,0
Match 45,18:15,Off Target,Anibal Rodriguez,FC Pune City,NorthEast United FC,5.37,44.79,42.49,55.8,0,Not from Cross,1,0,0
Match 45,19:22,Off Target,Koffi N'dri,NorthEast United FC,FC Pune City,2.2,32.8,21.49,35.0,0,Indirectly from Cross,0,1,0
Match 45,20:43,On Target,Katsumi Yusa,NorthEast United FC,FC Pune City,4.15,36.96,13.43,55.8,0,Not from Cross,1,0,0
Match 45,21:17,Off Target,Jonatan Lucca,FC Pune City,NorthEast United FC,5.86,43.81,20.27,30.1,0,Not from Cross,1,0,0
Match 45,44:25,On Target,Gustavo Oberman,FC Pune City,NorthEast United FC,6.84,40.14,20.02,52.62,0,Not from Cross,1,0,0
Match 45,59:59,Off Target,Mohamed Sissoko,FC Pune City,NorthEast United FC,2.44,39.9,23.2,36.71,0,Indirectly from Cross,0,1,0
Match 45,65:57,On Target,Katsumi Yusa,NorthEast United FC,FC Pune City,7.81,34.76,23.93,25.7,0,Indirectly from Cross,0,1,0
Match 45,69:43,Off Target,Salam Singh,NorthEast United FC,FC Pune City,5.86,30.59,26.86,27.66,0,Not from Cross,1,0,0
Match 45,70:39,Off Target,Lenny Rodrigues,FC Pune City,NorthEast United FC,2.69,36.96,24.42,19.09,0,Not from Cross,1,0,0
Match 45,77:27,On Target,Koffi N'dri,NorthEast United FC,FC Pune City,6.1,37.45,14.16,38.43,0,Not from Cross,1,0,0
Match 45,78:6,On Target,Pitu,FC Pune City,NorthEast United FC,3.17,35.0,9.03,38.92,0,Indirectly from Cross,0,1,0
Match 45,79:4,Off Target,Gustavo Oberman,FC Pune City,NorthEast United FC,2.44,39.16,6.84,49.44,0,Not from Cross,1,0,0
Match 45,81:59,On Target,Koffi N'dri,NorthEast United FC,FC Pune City,NaN,NaN,29.55,37.45,0,Not from Cross,1,0,0
Match 45,81:59,Goal,Koffi N'dri,NorthEast United FC,FC Pune City,5.13,39.9,29.06,35.73,1,Not from Cross,1,0,0
Match 45,92:0,On Target,Pitu,FC Pune City,NorthEast United FC,3.91,29.86,11.72,17.87,-1,Not from Cross,1,0,0
Match 46,13:34,Off Target,Diego Forlán,Mumbai City FC,Chennaiyin FC,2.0,25.0,21.0,35.0,0,Not from Cross,1,0,0
Match 46,14:20,On Target,Sunil Chhetri,Mumbai City FC,Chennaiyin FC,4.0,33.0,10.0,26.0,0,Indirectly from Cross,0,1,0
Match 46,32:15,On Target,Matías Defederico,Mumbai City FC,Chennaiyin FC,2.0,36.0,9.0,31.0,0,Not from Cross,1,0,0
Match 46,32:15,Goal,Matías Defederico,Mumbai City FC,Chennaiyin FC,3.0,35.0,9.0,30.0,1,Not from Cross,1,0,0
Match 46,37:58,On Target,Raphael Augusto,Chennaiyin FC,Mumbai City FC,6.0,40.0,26.0,57.0,-1,Not from Cross,1,0,0
Match 46,39:57,On Target,Davide Succi,Chennaiyin FC,Mumbai City FC,9.0,37.0,16.0,43.0,-1,Indirectly from Cross,0,1,0
Match 46,40:19,On Target,Otacilio Alves,Mumbai City FC,Chennaiyin FC,11.0,33.0,25.0,35.0,1,Not from Cross,1,0,0
Match 46,40:36,Off Target,Diego Forlán,Mumbai City FC,Chennaiyin FC,3.0,26.0,21.0,14.0,1,Not from Cross,1,0,0
Match 46,45:10,On Target,Diego Forlán,Mumbai City FC,Chennaiyin FC,3.0,29.0,24.0,13.0,1,Not from Cross,1,0,0
Match 46,56:29,Off Target,Eli Sabiá,Chennaiyin FC,Mumbai City FC,3.0,26.0,9.0,29.0,-1,Indirectly from Cross,0,1,0
Match 46,59:48,Off Target,Raphael Augusto,Chennaiyin FC,Mumbai City FC,3.0,23.0,23.0,37.0,-1,Not from Cross,1,0,0
Match 46,60:48,Goal,Krisztián Vadócz,Mumbai City FC,Chennaiyin FC,6.0,40.0,26.0,41.0,2,Indirectly from Cross,0,1,0
Match 46,60:48,On Target,Krisztián Vadócz,Mumbai City FC,Chennaiyin FC,6.0,40.0,25.0,44.0,2,Indirectly from Cross,0,1,0
Match 46,66:51,Off Target,Raphael Augusto,Chennaiyin FC,Mumbai City FC,0.0,33.0,14.0,34.0,-2,Not from Cross,1,0,0
Match 46,71:19,On Target,Hans Mulder,Chennaiyin FC,Mumbai City FC,10.0,33.0,24.0,38.0,-2,Not from Cross,1,0,0
Match 46,80:29,Off Target,Sunil Chhetri,Mumbai City FC,Chennaiyin FC,6.0,32.0,21.0,36.0,2,Not from Cross,1,0,0
Match 46,80:48,Off Target,Sunil Chhetri,Mumbai City FC,Chennaiyin FC,6.0,44.0,21.0,47.0,2,Not from Cross,1,0,0
Match 46,81:39,On Target,Davide Succi,Chennaiyin FC,Mumbai City FC,4.0,30.0,24.0,32.0,-2,Indirectly from Cross,0,1,0
Match 46,85:14,Off Target,Davide Succi,Chennaiyin FC,Mumbai City FC,2.0,39.0,21.0,24.0,-2,Not from Cross,1,0,0
Match 46,89:30,Off Target,Sehnaj Singh,Mumbai City FC,Chennaiyin FC,5.0,50.0,33.0,26.0,2,Indirectly from Cross,0,1,0
Match 46,90:12,On Target,Thiago Cunha,Mumbai City FC,Chennaiyin FC,8.0,38.0,19.0,43.0,2,Not from Cross,1,0,0
Match 47,7:29,On Target,Stephen Pearson,Atlético de Kolkata,FC Goa,10.0,40.0,15.0,45.0,0,Not from Cross,1,0,0
Match 47,7:31,On Target,Javier Grande,Atlético de Kolkata,FC Goa,6.0,37.0,12.0,33.0,0,Not from Cross,1,0,0
Match 47,11:48,On Target,Javier Grande,Atlético de Kolkata,FC Goa,6.0,37.0,17.0,24.0,0,Not from Cross,1,0,0
Match 47,14:30,Off Target,Trindade Goncalves,FC Goa,Atlético de Kolkata,1.0,33.0,31.0,40.0,0,Not from Cross,1,0,0
Match 47,26:23,Off Target,Rafael Luiz,FC Goa,Atlético de Kolkata,1.0,27.0,13.0,21.0,0,Not from Cross,1,0,0
Match 47,28:53,On Target,Juan Belencoso,Atlético de Kolkata,FC Goa,5.0,35.0,11.0,34.0,0,Not from Cross,1,0,0
Match 47,28:53,Goal,Juan Belencoso,Atlético de Kolkata,FC Goa,5.0,35.0,11.0,34.0,1,Not from Cross,1,0,0
Match 47,31:47,On Target,Stephen Pearson,Atlético de Kolkata,FC Goa,9.0,38.0,16.0,38.0,1,Not from Cross,1,0,0
